Postnummer,Postort,Kontor,Kontorfrk,Country
70223,ÖREBRO,ÖREBRO,ORB,Sweden
70224,ÖREBRO,ÖREBRO,ORB,Sweden
70225,ÖREBRO,ÖREBRO,ORB,Sweden
70226,ÖREBRO,ÖREBRO,ORB,Sweden
70227,ÖREBRO,ÖREBRO,ORB,Sweden
70228,ÖREBRO,ÖREBRO,ORB,Sweden
70229,ÖREBRO,ÖREBRO,ORB,Sweden
70230,ÖREBRO,ÖREBRO,ORB,Sweden
70231,ÖREBRO,ÖREBRO,ORB,Sweden
70232,ÖREBRO,ÖREBRO,ORB,Sweden
70233,ÖREBRO,ÖREBRO,ORB,Sweden
70234,ÖREBRO,ÖREBRO,ORB,Sweden
70235,ÖREBRO,ÖREBRO,ORB,Sweden
70236,ÖREBRO,ÖREBRO,ORB,Sweden
70237,ÖREBRO,ÖREBRO,ORB,Sweden
70239,ÖREBRO,ÖREBRO,ORB,Sweden
70240,ÖREBRO,ÖREBRO,ORB,Sweden
70241,ÖREBRO,ÖREBRO,ORB,Sweden
70242,ÖREBRO,ÖREBRO,ORB,Sweden
70281,ÖREBRO,ÖREBRO,ORB,Sweden
70282,ÖREBRO,ÖREBRO,ORB,Sweden
70283,ÖREBRO,ÖREBRO,ORB,Sweden
70284,ÖREBRO,ÖREBRO,ORB,Sweden
70285,ÖREBRO,ÖREBRO,ORB,Sweden
70286,ÖREBRO,ÖREBRO,ORB,Sweden
70287,ÖREBRO,ÖREBRO,ORB,Sweden
70340,ÖREBRO,ÖREBRO,ORB,Sweden
70341,ÖREBRO,ÖREBRO,ORB,Sweden
70342,ÖREBRO,ÖREBRO,ORB,Sweden
70343,ÖREBRO,ÖREBRO,ORB,Sweden
70344,ÖREBRO,ÖREBRO,ORB,Sweden
70345,ÖREBRO,ÖREBRO,ORB,Sweden
70346,ÖREBRO,ÖREBRO,ORB,Sweden
70347,ÖREBRO,ÖREBRO,ORB,Sweden
70348,ÖREBRO,ÖREBRO,ORB,Sweden
70349,ÖREBRO,ÖREBRO,ORB,Sweden
70350,ÖREBRO,ÖREBRO,ORB,Sweden
70351,ÖREBRO,ÖREBRO,ORB,Sweden
70352,ÖREBRO,ÖREBRO,ORB,Sweden
70353,ÖREBRO,ÖREBRO,ORB,Sweden
70354,ÖREBRO,ÖREBRO,ORB,Sweden
70355,ÖREBRO,ÖREBRO,ORB,Sweden
70356,ÖREBRO,ÖREBRO,ORB,Sweden
70357,ÖREBRO,ÖREBRO,ORB,Sweden
70358,ÖREBRO,ÖREBRO,ORB,Sweden
70359,ÖREBRO,ÖREBRO,ORB,Sweden
70360,ÖREBRO,ÖREBRO,ORB,Sweden
70361,ÖREBRO,ÖREBRO,ORB,Sweden
70362,ÖREBRO,ÖREBRO,ORB,Sweden
70363,ÖREBRO,ÖREBRO,ORB,Sweden
70364,ÖREBRO,ÖREBRO,ORB,Sweden
70365,ÖREBRO,ÖREBRO,ORB,Sweden
70366,ÖREBRO,ÖREBRO,ORB,Sweden
70367,ÖREBRO,ÖREBRO,ORB,Sweden
70368,ÖREBRO,ÖREBRO,ORB,Sweden
70369,ÖREBRO,ÖREBRO,ORB,Sweden
70370,ÖREBRO,ÖREBRO,ORB,Sweden
70371,ÖREBRO,ÖREBRO,ORB,Sweden
70372,ÖREBRO,ÖREBRO,ORB,Sweden
70373,ÖREBRO,ÖREBRO,ORB,Sweden
70374,ÖREBRO,ÖREBRO,ORB,Sweden
70375,ÖREBRO,ÖREBRO,ORB,Sweden
70376,ÖREBRO,ÖREBRO,ORB,Sweden
70378,ÖREBRO,ÖREBRO,ORB,Sweden
70380,ÖREBRO,ÖREBRO,ORB,Sweden
70381,ÖREBRO,ÖREBRO,ORB,Sweden
70382,ÖREBRO,ÖREBRO,ORB,Sweden
70383,ÖREBRO,ÖREBRO,ORB,Sweden
70385,GLANSHAMMAR,ÖREBRO,ORB,Sweden
70510,ÖREBRO,ÖREBRO,ORB,Sweden
70591,ÖREBRO,ÖREBRO,ORB,Sweden
70592,ÖREBRO,ÖREBRO,ORB,Sweden
70593,ÖREBRO,ÖREBRO,ORB,Sweden
70594,ÖREBRO,ÖREBRO,ORB,Sweden
70595,ÖREBRO,ÖREBRO,ORB,Sweden
70596,GLANSHAMMAR,ÖREBRO,ORB,Sweden
70597,GLANSHAMMAR,ÖREBRO,ORB,Sweden
70598,LILLKYRKA,ÖREBRO,ORB,Sweden
71130,LINDESBERG,ÖREBRO,ORB,Sweden
71131,LINDESBERG,ÖREBRO,ORB,Sweden
71132,LINDESBERG,ÖREBRO,ORB,Sweden
71133,LINDESBERG,ÖREBRO,ORB,Sweden
71134,LINDESBERG,ÖREBRO,ORB,Sweden
71135,LINDESBERG,ÖREBRO,ORB,Sweden
71136,LINDESBERG,ÖREBRO,ORB,Sweden
71172,VEDEVÅG,ÖREBRO,ORB,Sweden
71176,STORÅ,ÖREBRO,ORB,Sweden
71177,STRÅSSA,ÖREBRO,ORB,Sweden
71178,GULDSMEDSHYTTAN,ÖREBRO,ORB,Sweden
71191,LINDESBERG,ÖREBRO,ORB,Sweden
71192,VEDEVÅG,ÖREBRO,ORB,Sweden
71193,LINDESBERG,ÖREBRO,ORB,Sweden
71194,LINDESBERG,ÖREBRO,ORB,Sweden
71195,GUSSELBY,ÖREBRO,ORB,Sweden
71196,STORÅ,ÖREBRO,ORB,Sweden
71197,STORÅ,ÖREBRO,ORB,Sweden
71198,RAMSBERG,ÖREBRO,ORB,Sweden
71230,HÄLLEFORS,ÖREBRO,ORB,Sweden
71231,HÄLLEFORS,ÖREBRO,ORB,Sweden
71232,HÄLLEFORS,ÖREBRO,ORB,Sweden
71233,HÄLLEFORS,ÖREBRO,ORB,Sweden
71234,HÄLLEFORS,ÖREBRO,ORB,Sweden
71260,GRYTHYTTAN,ÖREBRO,ORB,Sweden
71291,HÄLLEFORS,ÖREBRO,ORB,Sweden
71293,HÄLLEFORS,ÖREBRO,ORB,Sweden
71294,GRYTHYTTAN,ÖREBRO,ORB,Sweden
71295,GRYTHYTTAN,ÖREBRO,ORB,Sweden
71330,NORA,ÖREBRO,ORB,Sweden
71331,NORA,ÖREBRO,ORB,Sweden
71332,NORA,ÖREBRO,ORB,Sweden
71333,NORA,ÖREBRO,ORB,Sweden
71334,NORA,ÖREBRO,ORB,Sweden
71372,GYTTORP,ÖREBRO,ORB,Sweden
71391,NORA,ÖREBRO,ORB,Sweden
71392,GYTTORP,ÖREBRO,ORB,Sweden
71393,NORA,ÖREBRO,ORB,Sweden
71394,NORA,ÖREBRO,ORB,Sweden
71430,KOPPARBERG,ÖREBRO,ORB,Sweden
71431,KOPPARBERG,ÖREBRO,ORB,Sweden
71432,KOPPARBERG,ÖREBRO,ORB,Sweden
71433,KOPPARBERG,ÖREBRO,ORB,Sweden
71434,KOPPARBERG,ÖREBRO,ORB,Sweden
71435,KOPPARBERG,ÖREBRO,ORB,Sweden
71436,KOPPARBERG,ÖREBRO,ORB,Sweden
71437,KOPPARBERG,ÖREBRO,ORB,Sweden
71472,STÄLLDALEN,ÖREBRO,ORB,Sweden
71491,KOPPARBERG,ÖREBRO,ORB,Sweden
71492,KOPPARBERG,ÖREBRO,ORB,Sweden
71493,KOPPARBERG,ÖREBRO,ORB,Sweden
71494,KOPPARBERG,ÖREBRO,ORB,Sweden
71531,ODENSBACKEN,ÖREBRO,ORB,Sweden
71532,ODENSBACKEN,ÖREBRO,ORB,Sweden
71572,STORA MELLÖSA,ÖREBRO,ORB,Sweden
71591,ODENSBACKEN,ÖREBRO,ORB,Sweden
71592,STORA MELLÖSA,ÖREBRO,ORB,Sweden
71593,ODENSBACKEN,ÖREBRO,ORB,Sweden
71594,ODENSBACKEN,ÖREBRO,ORB,Sweden
71595,KILSMO,ÖREBRO,ORB,Sweden
71596,BREVENS BRUK,ÖREBRO,ORB,Sweden
71630,FJUGESTA,ÖREBRO,ORB,Sweden
71631,FJUGESTA,ÖREBRO,ORB,Sweden
71691,FJUGESTA,ÖREBRO,ORB,Sweden
71692,FJUGESTA,ÖREBRO,ORB,Sweden
71693,FJUGESTA,ÖREBRO,ORB,Sweden
71694,MULLHYTTAN,ÖREBRO,ORB,Sweden
71830,FRÖVI,ÖREBRO,ORB,Sweden
71831,FRÖVI,ÖREBRO,ORB,Sweden
71832,FRÖVI,ÖREBRO,ORB,Sweden
71833,FRÖVI,ÖREBRO,ORB,Sweden
71840,DYLTABRUK,ÖREBRO,ORB,Sweden
71891,FRÖVI,ÖREBRO,ORB,Sweden
71892,FRÖVI,ÖREBRO,ORB,Sweden
71893,FRÖVI,ÖREBRO,ORB,Sweden
71894,ERVALLA,ÖREBRO,ORB,Sweden
71895,ERVALLA,ÖREBRO,ORB,Sweden
71896,DYLTABRUK,ÖREBRO,ORB,Sweden
71897,DYLTABRUK,ÖREBRO,ORB,Sweden
71930,VINTROSA,ÖREBRO,ORB,Sweden
71931,VINTROSA,ÖREBRO,ORB,Sweden
71932,VINTROSA,ÖREBRO,ORB,Sweden
71940,GARPHYTTAN,ÖREBRO,ORB,Sweden
71941,GARPHYTTAN,ÖREBRO,ORB,Sweden
71991,VINTROSA,ÖREBRO,ORB,Sweden
71992,VINTROSA,ÖREBRO,ORB,Sweden
71993,VINTROSA,ÖREBRO,ORB,Sweden
71994,VINTROSA,ÖREBRO,ORB,Sweden
71995,VINTROSA,ÖREBRO,ORB,Sweden
72130,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72131,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72132,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72133,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72134,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72135,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72136,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72137,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72138,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72209,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72210,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72211,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72212,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72213,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72214,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72215,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72216,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72217,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72218,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72219,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72220,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72221,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72222,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72223,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72224,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72225,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72226,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72227,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72228,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72231,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72233,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72240,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72241,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72242,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72243,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72244,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72245,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72246,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72334,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72335,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72336,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72337,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72338,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72339,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72340,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72341,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72342,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72343,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72344,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72345,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72346,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72347,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72348,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72349,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72350,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72351,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72352,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72353,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72355,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72356,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72357,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72358,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72359,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72455,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72460,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72461,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72462,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72463,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72464,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72465,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72466,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72467,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72468,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72469,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72470,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72471,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72472,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72473,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72474,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72475,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72476,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72477,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72478,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72479,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72480,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72481,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72482,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72483,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72487,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72590,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72591,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72592,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72593,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72594,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72595,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72596,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72597,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72598,VÄSTERÅS,VÄSTERÅS,VST,Sweden
72620,SKULTUNA,VÄSTERÅS,VST,Sweden
72630,SKULTUNA,VÄSTERÅS,VST,Sweden
72631,SKULTUNA,VÄSTERÅS,VST,Sweden
72691,SKULTUNA,VÄSTERÅS,VST,Sweden
72692,SKULTUNA,VÄSTERÅS,VST,Sweden
73060,RAMNÄS,VÄSTERÅS,VST,Sweden
73061,VIRSBO,VÄSTERÅS,VST,Sweden
73091,RIDDARHYTTAN,VÄSTERÅS,VST,Sweden
73110,KOLSVA,VÄSTERÅS,VST,Sweden
73111,KOLSVA,VÄSTERÅS,VST,Sweden
73112,KOLSVA,VÄSTERÅS,VST,Sweden
73113,KOLSVA,VÄSTERÅS,VST,Sweden
73114,KOLSVA,VÄSTERÅS,VST,Sweden
73115,KOLSVA,VÄSTERÅS,VST,Sweden
73130,KÖPING,VÄSTERÅS,VST,Sweden
73131,KÖPING,VÄSTERÅS,VST,Sweden
73132,KÖPING,VÄSTERÅS,VST,Sweden
73133,KÖPING,VÄSTERÅS,VST,Sweden
73134,KÖPING,VÄSTERÅS,VST,Sweden
73135,KÖPING,VÄSTERÅS,VST,Sweden
73136,KÖPING,VÄSTERÅS,VST,Sweden
73137,KÖPING,VÄSTERÅS,VST,Sweden
73140,KÖPING,VÄSTERÅS,VST,Sweden
73141,KÖPING,VÄSTERÅS,VST,Sweden
73142,KÖPING,VÄSTERÅS,VST,Sweden
73143,KÖPING,VÄSTERÅS,VST,Sweden
73150,KÖPING,VÄSTERÅS,VST,Sweden
73151,KÖPING,VÄSTERÅS,VST,Sweden
73152,KÖPING,VÄSTERÅS,VST,Sweden
73153,KÖPING,VÄSTERÅS,VST,Sweden
73154,KÖPING,VÄSTERÅS,VST,Sweden
73160,VALSKOG,VÄSTERÅS,VST,Sweden
73170,KÖPING,VÄSTERÅS,VST,Sweden
73191,KÖPING,VÄSTERÅS,VST,Sweden
73192,KÖPING,VÄSTERÅS,VST,Sweden
73193,KÖPING,VÄSTERÅS,VST,Sweden
73194,KÖPING,VÄSTERÅS,VST,Sweden
73195,KÖPING,VÄSTERÅS,VST,Sweden
73196,KÖPING,VÄSTERÅS,VST,Sweden
73197,KÖPING,VÄSTERÅS,VST,Sweden
73198,KÖPING,VÄSTERÅS,VST,Sweden
73230,ARBOGA,VÄSTERÅS,VST,Sweden
73231,ARBOGA,VÄSTERÅS,VST,Sweden
73232,ARBOGA,VÄSTERÅS,VST,Sweden
73233,ARBOGA,VÄSTERÅS,VST,Sweden
73234,ARBOGA,VÄSTERÅS,VST,Sweden
73245,ARBOGA,VÄSTERÅS,VST,Sweden
73246,ARBOGA,VÄSTERÅS,VST,Sweden
73247,ARBOGA,VÄSTERÅS,VST,Sweden
73248,ARBOGA,VÄSTERÅS,VST,Sweden
73249,ARBOGA,VÄSTERÅS,VST,Sweden
73250,ARBOGA,VÄSTERÅS,VST,Sweden
73271,FELLINGSBRO,ÖREBRO,ORB,Sweden
73272,FELLINGSBRO,ÖREBRO,ORB,Sweden
73273,FELLINGSBRO,ÖREBRO,ORB,Sweden
73291,ARBOGA,VÄSTERÅS,VST,Sweden
73292,ARBOGA,VÄSTERÅS,VST,Sweden
73293,ARBOGA,VÄSTERÅS,VST,Sweden
73294,ARBOGA,VÄSTERÅS,VST,Sweden
73295,ARBOGA,VÄSTERÅS,VST,Sweden
73296,ARBOGA,VÄSTERÅS,VST,Sweden
73297,ARBOGA,VÄSTERÅS,VST,Sweden
73298,ARBOGA,VÄSTERÅS,VST,Sweden
73330,SALA,VÄSTERÅS,VST,Sweden
73331,SALA,VÄSTERÅS,VST,Sweden
73332,SALA,VÄSTERÅS,VST,Sweden
73333,SALA,VÄSTERÅS,VST,Sweden
73334,SALA,VÄSTERÅS,VST,Sweden
73335,SALA,VÄSTERÅS,VST,Sweden
73336,SALA,VÄSTERÅS,VST,Sweden
73337,SALA,VÄSTERÅS,VST,Sweden
73338,SALA,VÄSTERÅS,VST,Sweden
73339,SALA,VÄSTERÅS,VST,Sweden
73340,SALA,VÄSTERÅS,VST,Sweden
73360,VÄSTERFÄRNEBO,VÄSTERÅS,VST,Sweden
73361,VÄSTERFÄRNEBO,VÄSTERÅS,VST,Sweden
73362,VÄSTERFÄRNEBO,VÄSTERÅS,VST,Sweden
73363,SALBOHED,VÄSTERÅS,VST,Sweden
73373,RANSTA,VÄSTERÅS,VST,Sweden
73375,MÖKLINTA,VÄSTERÅS,VST,Sweden
73391,SALA,VÄSTERÅS,VST,Sweden
73392,SALA,VÄSTERÅS,VST,Sweden
73393,SALA,VÄSTERÅS,VST,Sweden
73394,SALA,VÄSTERÅS,VST,Sweden
73395,SALA,VÄSTERÅS,VST,Sweden
73396,SALA,VÄSTERÅS,VST,Sweden
73397,SALA,VÄSTERÅS,VST,Sweden
73398,RANSTA,VÄSTERÅS,VST,Sweden
73399,MÖKLINTA,VÄSTERÅS,VST,Sweden
73430,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73431,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73432,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73433,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73434,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73435,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73436,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73437,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73438,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73439,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73440,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73450,KOLBÄCK,VÄSTERÅS,VST,Sweden
73451,KOLBÄCK,VÄSTERÅS,VST,Sweden
73491,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73492,HALLSTAHAMMAR,VÄSTERÅS,VST,Sweden
73493,KOLBÄCK,VÄSTERÅS,VST,Sweden
73494,STRÖMSHOLM,VÄSTERÅS,VST,Sweden
73531,SURAHAMMAR,VÄSTERÅS,VST,Sweden
73532,SURAHAMMAR,VÄSTERÅS,VST,Sweden
73533,SURAHAMMAR,VÄSTERÅS,VST,Sweden
73534,SURAHAMMAR,VÄSTERÅS,VST,Sweden
73535,SURAHAMMAR,VÄSTERÅS,VST,Sweden
73536,SURAHAMMAR,VÄSTERÅS,VST,Sweden
73537,SURAHAMMAR,VÄSTERÅS,VST,Sweden
73538,SURAHAMMAR,VÄSTERÅS,VST,Sweden
73591,SURAHAMMAR,VÄSTERÅS,VST,Sweden
73630,KUNGSÖR,VÄSTERÅS,VST,Sweden
73631,KUNGSÖR,VÄSTERÅS,VST,Sweden
73632,KUNGSÖR,VÄSTERÅS,VST,Sweden
73633,KUNGSÖR,VÄSTERÅS,VST,Sweden
73634,KUNGSÖR,VÄSTERÅS,VST,Sweden
73635,KUNGSÖR,VÄSTERÅS,VST,Sweden
73636,KUNGSÖR,VÄSTERÅS,VST,Sweden
73691,KUNGSÖR,VÄSTERÅS,VST,Sweden
73692,KUNGSÖR,VÄSTERÅS,VST,Sweden
73693,KUNGSÖR,VÄSTERÅS,VST,Sweden
73730,FAGERSTA,VÄSTERÅS,VST,Sweden
73731,FAGERSTA,VÄSTERÅS,VST,Sweden
73732,FAGERSTA,VÄSTERÅS,VST,Sweden
73733,FAGERSTA,VÄSTERÅS,VST,Sweden
73734,FAGERSTA,VÄSTERÅS,VST,Sweden
73740,FAGERSTA,VÄSTERÅS,VST,Sweden
73741,FAGERSTA,VÄSTERÅS,VST,Sweden
73742,FAGERSTA,VÄSTERÅS,VST,Sweden
73743,FAGERSTA,VÄSTERÅS,VST,Sweden
73744,FAGERSTA,VÄSTERÅS,VST,Sweden
73745,FAGERSTA,VÄSTERÅS,VST,Sweden
73746,FAGERSTA,VÄSTERÅS,VST,Sweden
73747,FAGERSTA,VÄSTERÅS,VST,Sweden
73748,FAGERSTA,VÄSTERÅS,VST,Sweden
73749,FAGERSTA,VÄSTERÅS,VST,Sweden
73790,ÄNGELSBERG,VÄSTERÅS,VST,Sweden
73791,FAGERSTA,VÄSTERÅS,VST,Sweden
73792,FAGERSTA,VÄSTERÅS,VST,Sweden
73830,NORBERG,VÄSTERÅS,VST,Sweden
73831,NORBERG,VÄSTERÅS,VST,Sweden
73832,NORBERG,VÄSTERÅS,VST,Sweden
73833,NORBERG,VÄSTERÅS,VST,Sweden
73834,NORBERG,VÄSTERÅS,VST,Sweden
73835,NORBERG,VÄSTERÅS,VST,Sweden
73850,NORBERG,VÄSTERÅS,VST,Sweden
73891,NORBERG,VÄSTERÅS,VST,Sweden
73892,NORBERG,VÄSTERÅS,VST,Sweden
73930,SKINNSKATTEBERG,VÄSTERÅS,VST,Sweden
73931,SKINNSKATTEBERG,VÄSTERÅS,VST,Sweden
73970,SKINNSKATTEBERG,VÄSTERÅS,VST,Sweden
73991,SKINNSKATTEBERG,VÄSTERÅS,VST,Sweden
73992,SKINNSKATTEBERG,VÄSTERÅS,VST,Sweden
74010,ALMUNGE,STOCKHOLM,STO,Sweden
74011,LÄNNA,STOCKHOLM,STO,Sweden
74012,KNUTBY,STOCKHOLM,STO,Sweden
74020,VÄNGE,STOCKHOLM,STO,Sweden
74045,TÄRNSJÖ,GÄVLE,GVX,Sweden
74046,ÖSTERVÅLA,GÄVLE,GVX,Sweden
74047,HARBO,GÄVLE,GVX,Sweden
74130,KNIVSTA,STOCKHOLM,STO,Sweden
74131,KNIVSTA,STOCKHOLM,STO,Sweden
74139,KNIVSTA,STOCKHOLM,STO,Sweden
74140,KNIVSTA,STOCKHOLM,STO,Sweden
74141,KNIVSTA,STOCKHOLM,STO,Sweden
74142,KNIVSTA,STOCKHOLM,STO,Sweden
74143,KNIVSTA,STOCKHOLM,STO,Sweden
74144,KNIVSTA,STOCKHOLM,STO,Sweden
74145,KNIVSTA,STOCKHOLM,STO,Sweden
74146,KNIVSTA,STOCKHOLM,STO,Sweden
74147,KNIVSTA,STOCKHOLM,STO,Sweden
74171,KNIVSTA,STOCKHOLM,STO,Sweden
74190,KNIVSTA,STOCKHOLM,STO,Sweden
74191,KNIVSTA,STOCKHOLM,STO,Sweden
74192,KNIVSTA,STOCKHOLM,STO,Sweden
74193,KNIVSTA,STOCKHOLM,STO,Sweden
74194,KNIVSTA,STOCKHOLM,STO,Sweden
74195,KNIVSTA,STOCKHOLM,STO,Sweden
74231,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74232,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74233,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74234,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74235,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74236,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74241,ÖREGRUND,GÄVLE,GVX,Sweden
74242,ÖREGRUND,GÄVLE,GVX,Sweden
74243,ÖREGRUND,GÄVLE,GVX,Sweden
74250,HARGSHAMN,GÄVLE,GVX,Sweden
74291,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74292,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74293,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74294,ÖSTHAMMAR,GÄVLE,GVX,Sweden
74295,HARGSHAMN,GÄVLE,GVX,Sweden
74296,GRÄSÖ,GÄVLE,GVX,Sweden
74297,GRÄSÖ,GÄVLE,GVX,Sweden
74330,STORVRETA,STOCKHOLM,STO,Sweden
74332,STORVRETA,STOCKHOLM,STO,Sweden
74334,STORVRETA,STOCKHOLM,STO,Sweden
74335,STORVRETA,STOCKHOLM,STO,Sweden
74340,STORVRETA,STOCKHOLM,STO,Sweden
74341,STORVRETA,STOCKHOLM,STO,Sweden
74345,STORVRETA,STOCKHOLM,STO,Sweden
74350,VATTHOLMA,STOCKHOLM,STO,Sweden
74361,BJÖRKLINGE,STOCKHOLM,STO,Sweden
74362,BJÖRKLINGE,STOCKHOLM,STO,Sweden
74363,BJÖRKLINGE,STOCKHOLM,STO,Sweden
74364,BJÖRKLINGE,STOCKHOLM,STO,Sweden
74371,BJÖRKLINGE,STOCKHOLM,STO,Sweden
74372,BJÖRKLINGE,STOCKHOLM,STO,Sweden
74373,BJÖRKLINGE,STOCKHOLM,STO,Sweden
74374,BJÖRKLINGE,STOCKHOLM,STO,Sweden
74381,BÄLINGE,STOCKHOLM,STO,Sweden
